VALEUR,#durbin,#zerbin,#piano,#celenie,#henriette,#henriette #zerbin,#vivatche,#vivatche #presto,#presto,#melophanie,#piano #vivatche,#l-esclave,#l-esprit-infernal,#celenie #durbin,#celenie #henriette #durbin #zerbin,#vivatche #melophanie
Fréquences (scènes),0.2631578947368421,0.2631578947368421,0.13157894736842105,0.18421052631578946,0.10526315789473684,0.10526315789473684,0.39473684210526316,0.07894736842105263,0.13157894736842105,0.18421052631578946,0.02631578947368421,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.05263157894736842,0.02631578947368421
Fréquences(répliques),0.06110283159463487,0.10134128166915052,0.12667660208643816,0.09239940387481371,0.020864381520119227,0.010432190760059613,0.28614008941877794,0.019374068554396422,0.08494783904619971,0.09239940387481371,0.0014903129657228018,0.038748137108792845,0.043219076005961254,0.0,0.019374068554396422,0.0014903129657228018
Confrontation,0.13768115942028986,0.11594202898550725,0.043478260869565216,0.12318840579710146,0.07246376811594203,0.036231884057971016,0.15217391304347827,0.06521739130434782,0.07971014492753623,0.050724637681159424,0.014492753623188406,0.021739130434782608,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.014492753623188406
Déviations,#durbin,#zerbin,#piano,#celenie,#henriette,#henriette #zerbin,#vivatche,#vivatche #presto,#presto,#melophanie,#piano #vivatche,#l-esclave,#l-esprit-infernal,#celenie #durbin,#celenie #henriette #durbin #zerbin,#vivatche #melophanie
#durbin,20.63157894736842,2.1315789473684217,0.07578947368421048,5.413533834586467,0.8526315789473685,1.0526315789473684,0.2273684210526317,0.05614035087719297,0.07578947368421048,1.8421052631578947,0.2631578947368421,0.7894736842105263,1.0526315789473684,2.0631578947368427,0.5263157894736842,0.2631578947368421
#zerbin,2.1315789473684217,20.63157894736842,0.3557894736842107,0.013533834586466174,8.252631578947371,0.8526315789473685,3.947368421052632,0.7894736842105263,1.3157894736842104,1.8421052631578947,0.2631578947368421,0.7894736842105263,1.0526315789473684,2.0631578947368427,0.5263157894736842,0.2631578947368421
#piano,0.07578947368421048,0.3557894736842107,28.65789473684211,0.9210526315789473,0.5263157894736842,0.5263157894736842,0.48035087719298253,0.39473684210526316,0.6578947368421052,0.9210526315789473,5.731578947368422,0.39473684210526316,0.5263157894736842,0.13157894736842105,2.0631578947368427,0.13157894736842105
#celenie,5.413533834586467,0.013533834586466174,0.9210526315789473,25.289473684210524,2.1654135338345863,0.7368421052631579,0.5536340852130327,0.36215538847117806,0.006766917293233087,1.2894736842105263,0.18421052631578946,0.36215538847117806,0.7368421052631579,3.6127819548872178,0.3684210526315789,0.18421052631578946
#henriette,0.8526315789473685,8.252631578947371,0.5263157894736842,2.1654135338345863,30.42105263157895,0.7960526315789475,1.5789473684210527,0.3157894736842105,0.5263157894736842,0.7368421052631579,0.10526315789473684,0.3157894736842105,0.42105263157894735,7.605263157894737,0.21052631578947367,0.10526315789473684
#henriette #zerbin,1.0526315789473684,0.8526315789473685,0.5263157894736842,0.7368421052631579,0.7960526315789475,30.42105263157895,0.212280701754386,0.3157894736842105,0.5263157894736842,0.7368421052631579,0.10526315789473684,0.3157894736842105,0.7960526315789475,0.10526315789473684,0.21052631578947367,0.10526315789473684
#vivatche,0.2273684210526315,3.9473684210526314,0.4803508771929824,0.5536340852130327,1.5789473684210527,0.212280701754386,13.921052631578942,0.5619883040935674,0.5336842105263159,0.02030075187969926,0.9280701754385965,0.5619883040935674,1.5789473684210527,0.39473684210526316,0.7894736842105263,0.9280701754385965
#vivatche #presto,0.05614035087719297,0.7894736842105263,0.39473684210526316,0.36215538847117806,0.3157894736842105,0.3157894736842105,0.5619883040935674,32.23684210526316,17.19473684210526,0.36215538847117806,0.07894736842105263,0.23684210526315788,0.3157894736842105,0.07894736842105263,4.491228070175438,0.07894736842105263
#presto,0.07578947368421048,1.3157894736842104,0.6578947368421052,0.006766917293233087,0.5263157894736842,0.5263157894736842,0.5336842105263155,17.19473684210526,28.65789473684211,0.006766917293233087,0.13157894736842105,0.39473684210526316,0.42631578947368426,0.13157894736842105,2.0631578947368427,0.13157894736842105
#melophanie,1.8421052631578947,1.8421052631578947,0.9210526315789473,1.2894736842105263,0.7368421052631579,0.7368421052631579,0.02030075187969926,0.36215538847117806,0.006766917293233087,25.289473684210524,0.18421052631578946,0.5526315789473684,0.7368421052631579,0.18421052631578946,1.0827067669172932,3.6127819548872178
#piano #vivatche,0.2631578947368421,0.2631578947368421,5.731578947368422,0.18421052631578946,0.10526315789473684,0.10526315789473684,0.9280701754385965,0.07894736842105263,0.13157894736842105,0.18421052631578946,36.02631578947369,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.05263157894736842,0.02631578947368421
#l-esclave,0.7894736842105263,0.7894736842105263,0.39473684210526316,0.36215538847117806,0.3157894736842105,0.3157894736842105,0.5619883040935674,0.23684210526315788,0.39473684210526316,0.5526315789473684,0.07894736842105263,32.23684210526316,0.3157894736842105,0.07894736842105263,0.15789473684210525,0.07894736842105263
#l-esprit-infernal,1.0526315789473684,1.0526315789473684,0.5263157894736842,0.7368421052631579,0.42105263157894735,0.7960526315789475,1.5789473684210527,0.3157894736842105,0.42631578947368426,0.7368421052631579,0.10526315789473684,0.3157894736842105,30.42105263157895,0.10526315789473684,0.21052631578947367,0.10526315789473684
#celenie #durbin,2.0631578947368427,2.0631578947368427,0.13157894736842105,3.6127819548872178,7.605263157894737,0.10526315789473684,0.39473684210526316,0.07894736842105263,0.13157894736842105,0.18421052631578946,0.02631578947368421,0.07894736842105263,0.10526315789473684,36.02631578947369,0.05263157894736842,0.02631578947368421
#celenie #henriette #durbin #zerbin,0.5263157894736842,0.5263157894736842,2.0631578947368427,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.7894736842105263,4.491228070175438,2.0631578947368427,1.0827067669172932,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.05263157894736842,34.10526315789474,0.05263157894736842
#vivatche #melophanie,0.2631578947368421,0.2631578947368421,0.13157894736842105,0.18421052631578946,0.10526315789473684,0.10526315789473684,0.9280701754385965,0.07894736842105263,0.13157894736842105,3.6127819548872178,0.02631578947368421,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.05263157894736842,36.02631578947369
Successions,#durbin,#zerbin,#piano,#celenie,#henriette,#henriette #zerbin,#vivatche,#vivatche #presto,#presto,#melophanie,#piano #vivatche,#l-esclave,#l-esprit-infernal,#celenie #durbin,#celenie #henriette #durbin #zerbin,#vivatche #melophanie
#durbin,0.023255813953488372,0.4186046511627907,0.046511627906976744,0.3488372093023256,0.06976744186046512,0.0,0.06976744186046512,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#zerbin,0.46153846153846156,0.0,0.20512820512820512,0.07692307692307693,0.20512820512820512,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0
#piano,0.21428571428571427,0.5,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#celenie,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
#henriette,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
#henriette #zerbin,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
#vivatche,0.125,0.0,0.05,0.1,0.0,0.05,0.1,0.05,0.15,0.325,0.0,0.025,0.0,0.0,0.0,0.025
#vivatche #presto,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
#presto,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
#melophanie,0.0,0.0625,0.0,0.0,0.0,0.0,0.6875,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0
#piano #vivatche,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-esclave,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
#l-esprit-infernal,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
#celenie #durbin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#celenie #henriette #durbin #zerbin,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
#piano #vivatche,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
