VALEUR,#la-premiere-grace,#les-deux-graces,#le-choeur,#la-seconde-grace,#junon,#l-amour,#iphis,#alcide,#omphale,#le-grand-pretre,#le-grand-pretre #omphale,#les-pretres #les-lydiens,#cephise,#doris,#cephise #doris,#le-thebain #la-thebaine,#omphale #alcide #le-choeur,#omphale #le-choeur,#argine,#alcide #argine,#cephise #le-choeur,#choeur-de-magiciens,#l-ombre,#omphale #iphis,#omphale #iphis #le-choeur
Fréquences (scènes),0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
Fréquences(répliques),0.026345933562428408,0.004581901489117984,0.054982817869415807,0.016036655211912942,0.009163802978235968,0.006872852233676976,0.12943871706758306,0.286368843069874,0.13172966781214204,0.021764032073310423,0.002290950744558992,0.002290950744558992,0.038946162657502864,0.004581901489117984,0.003436426116838488,0.013745704467353952,0.004581901489117984,0.008018327605956471,0.1958762886597938,0.013745704467353952,0.001145475372279496,0.002290950744558992,0.010309278350515464,0.006872852233676976,0.004581901489117984
Confrontation,0.025252525252525252,0.025252525252525252,0.12121212121212122,0.025252525252525252,0.025252525252525252,0.025252525252525252,0.0707070707070707,0.1111111111111111,0.13636363636363635,0.025252525252525252,0.025252525252525252,0.025252525252525252,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.025252525252525252,0.025252525252525252,0.03535353535353535,0.07575757575757576,0.020202020202020204,0.015151515151515152,0.020202020202020204,0.020202020202020204,0.03535353535353535,0.025252525252525252
Déviations,#la-premiere-grace,#les-deux-graces,#le-choeur,#la-seconde-grace,#junon,#l-amour,#iphis,#alcide,#omphale,#le-grand-pretre,#le-grand-pretre #omphale,#les-pretres #les-lydiens,#cephise,#doris,#cephise #doris,#le-thebain #la-thebaine,#omphale #alcide #le-choeur,#omphale #le-choeur,#argine,#alcide #argine,#cephise #le-choeur,#choeur-de-magiciens,#l-ombre,#omphale #iphis,#omphale #iphis #le-choeur
#la-premiere-grace,24.038461538461537,24.038461538461537,2.5641025641025634,24.038461538461537,24.038461538461537,24.038461538461537,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#la-premiere-grace,24.038461538461537,24.038461538461537,2.5641025641025634,24.038461538461537,24.038461538461537,24.038461538461537,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#le-choeur,2.5641025641025634,2.5641025641025634,15.384615384615381,2.5641025641025634,2.5641025641025634,2.5641025641025634,0.38782051282051294,0.04102564102564109,0.8414918414918418,2.5641025641025634,2.5641025641025634,2.5641025641025634,0.6282051282051281,0.23076923076923078,0.23076923076923078,2.5641025641025634,2.5641025641025634,5.128205128205127,0.7410256410256412,0.46153846153846156,2.5641025641025634,2.5641025641025634,2.5641025641025634,0.46153846153846156,0.23076923076923078
#la-premiere-grace,24.038461538461537,24.038461538461537,2.5641025641025634,24.038461538461537,24.038461538461537,24.038461538461537,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#la-premiere-grace,24.038461538461537,24.038461538461537,2.5641025641025634,24.038461538461537,24.038461538461537,24.038461538461537,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#la-premiere-grace,24.038461538461537,24.038461538461537,2.5641025641025634,24.038461538461537,24.038461538461537,24.038461538461537,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#iphis,0.3076923076923077,0.3076923076923077,0.38782051282051294,0.3076923076923077,0.3076923076923077,0.3076923076923077,12.46153846153846,0.0019230769230769314,0.0437062937062937,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.376923076923077,0.6153846153846154,0.3076923076923077,1.5576923076923075,1.5576923076923075,3.115384615384615,1.5576923076923075
#alcide,0.38461538461538464,0.38461538461538464,0.04102564102564109,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.0019230769230769314,9.846153846153845,0.3580419580419581,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.9846153846153847,0.9846153846153847,0.0692307692307692,0.006153846153846145,1.9692307692307693,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.0692307692307692,0.9846153846153847
#omphale,0.42307692307692313,0.42307692307692313,0.8414918414918411,0.42307692307692313,0.42307692307692313,0.42307692307692313,0.043706293706293795,0.3580419580419581,8.653846153846152,0.7867132867132864,0.7867132867132864,0.7867132867132864,1.5734265734265729,0.7867132867132864,0.7867132867132864,0.7867132867132864,0.7867132867132864,1.5734265734265729,1.1762237762237762,0.8461538461538463,0.7867132867132864,0.42307692307692313,0.42307692307692313,1.5734265734265729,0.7867132867132864
#le-grand-pretre,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.9846153846153847,0.7867132867132866,24.038461538461537,24.038461538461537,24.038461538461537,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#le-grand-pretre,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.9846153846153847,0.7867132867132866,24.038461538461537,24.038461538461537,24.038461538461537,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#le-grand-pretre,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.9846153846153847,0.7867132867132866,24.038461538461537,24.038461538461537,24.038461538461537,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#cephise,0.07692307692307693,0.07692307692307693,0.6282051282051281,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.7692307692307693,1.573426573426573,0.07692307692307693,0.07692307692307693,0.07692307692307693,22.153846153846157,11.076923076923078,11.076923076923078,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.15384615384615385,11.076923076923078,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693
#doris,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.38461538461538464,0.7867132867132866,0.038461538461538464,0.038461538461538464,0.038461538461538464,11.076923076923078,24.038461538461537,24.038461538461537,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#doris,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.38461538461538464,0.7867132867132866,0.038461538461538464,0.038461538461538464,0.038461538461538464,11.076923076923078,24.038461538461537,24.038461538461537,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#le-thebain #la-thebaine,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.9846153846153847,0.7867132867132866,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,24.038461538461537,24.038461538461537,11.076923076923078,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#le-thebain #la-thebaine,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.9846153846153847,0.7867132867132866,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,24.038461538461537,24.038461538461537,11.076923076923078,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#omphale #le-choeur,0.07692307692307693,0.07692307692307693,5.128205128205127,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.0692307692307692,1.573426573426573,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,11.076923076923078,11.076923076923078,22.153846153846157,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693
#argine,0.38461538461538464,0.38461538461538464,0.7410256410256412,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.376923076923077,0.006153846153846145,1.1762237762237762,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.7692307692307693,9.846153846153845,1.9692307692307693,0.38461538461538464,0.9846153846153847,0.9846153846153847,0.0692307692307692,0.9846153846153847
#alcide #argine,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.6153846153846154,1.9692307692307693,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,1.9692307692307693,22.153846153846157,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693
#cephise #le-choeur,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.3076923076923077,0.38461538461538464,0.7867132867132866,0.038461538461538464,0.038461538461538464,0.038461538461538464,11.076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,24.038461538461537,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#choeur-de-magiciens,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.5576923076923075,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.9846153846153847,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,0.07692307692307693,0.038461538461538464
#choeur-de-magiciens,0.038461538461538464,0.038461538461538464,2.5641025641025634,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.5576923076923075,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.9846153846153847,0.07692307692307693,0.038461538461538464,24.038461538461537,24.038461538461537,0.07692307692307693,0.038461538461538464
#omphale #iphis,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.07692307692307693,3.115384615384615,0.0692307692307692,1.573426573426573,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0692307692307692,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,22.153846153846157,11.076923076923078
#omphale #iphis #le-choeur,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.5576923076923075,0.9846153846153847,0.7867132867132866,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.9846153846153847,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,11.076923076923078,24.038461538461537
Successions,#la-premiere-grace,#les-deux-graces,#le-choeur,#la-seconde-grace,#junon,#l-amour,#iphis,#alcide,#omphale,#le-grand-pretre,#le-grand-pretre #omphale,#les-pretres #les-lydiens,#cephise,#doris,#cephise #doris,#le-thebain #la-thebaine,#omphale #alcide #le-choeur,#omphale #le-choeur,#argine,#alcide #argine,#cephise #le-choeur,#choeur-de-magiciens,#l-ombre,#omphale #iphis,#omphale #iphis #le-choeur
#la-premiere-grace,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-deux-graces,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0
#la-seconde-grace,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#junon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-amour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#iphis,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.3448275862068966,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0
#alcide,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.29545454545454547,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.38636363636363635,0.022727272727272728,0.0,0.0,0.0,0.0,0.022727272727272728
#omphale,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.43333333333333335,0.23333333333333334,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.1,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.0
#le-grand-pretre,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-grand-pretre #omphale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-pretres #les-lydiens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cephise,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
#doris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cephise #doris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-thebain #la-thebaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#junon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#omphale #le-choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#argine,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.6206896551724138,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0
#alcide #argine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
#doris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-magiciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-ombre,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
#omphale #iphis,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-thebain #la-thebaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
