VALEUR,#pan,#le-choeur,#la-paix,#pan #la-paix,#premier-berger,#second-berger,#orphee,#jason,#medee,#jason #medee,#combattants,#le-roi,#le-roi #medee,#suivantes-de-medee,#venus,#hypsipile,#neptune,#une-nereide,#jason #hypsipile #orphee,#hypsipile #jason #orphee,#l-amour,#un-plaisir,#un-autre-plaisir,#suivante-de-la-sibylle,#suivantes #sibylle #choeur,#la-sibylle,#jason #orphee
Fréquences (scènes),0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
Fréquences(répliques),0.04540295119182747,0.05788876276958002,0.011350737797956867,0.004540295119182747,0.004540295119182747,0.004540295119182747,0.05448354143019296,0.21793416572077184,0.25539160045402953,0.011350737797956867,0.011350737797956867,0.05448354143019296,0.004540295119182747,0.011350737797956867,0.00681044267877412,0.11350737797956867,0.015891032917139614,0.00681044267877412,0.00681044267877412,0.0022701475595913734,0.018161180476730987,0.00681044267877412,0.004540295119182747,0.00681044267877412,0.026106696935300794,0.03178206583427923,0.004540295119182747
Confrontation,0.032467532467532464,0.11688311688311688,0.032467532467532464,0.032467532467532464,0.032467532467532464,0.032467532467532464,0.05194805194805195,0.14935064935064934,0.11038961038961038,0.045454545454545456,0.006493506493506494,0.05194805194805195,0.032467532467532464,0.032467532467532464,0.006493506493506494,0.07142857142857142,0.0,0.012987012987012988,0.045454545454545456,0.032467532467532464,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.006493506493506494,0.012987012987012988
Déviations,#pan,#le-choeur,#la-paix,#pan #la-paix,#premier-berger,#second-berger,#orphee,#jason,#medee,#jason #medee,#combattants,#le-roi,#le-roi #medee,#suivantes-de-medee,#venus,#hypsipile,#neptune,#une-nereide,#jason #hypsipile #orphee,#hypsipile #jason #orphee,#l-amour,#un-plaisir,#un-autre-plaisir,#suivante-de-la-sibylle,#suivantes #sibylle #choeur,#la-sibylle,#jason #orphee
#pan,29.03225806451613,3.3602150537634405,29.03225806451613,29.03225806451613,29.03225806451613,29.03225806451613,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#le-choeur,3.3602150537634405,20.16129032258065,3.3602150537634405,3.3602150537634405,3.3602150537634405,3.3602150537634405,0.5806451612903225,0.044802867383512475,2.7096774193548385,0.9704301075268817,0.1935483870967742,0.06586021505376345,3.3602150537634405,3.3602150537634405,0.1935483870967742,0.19422043010752688,0.1935483870967742,3.3602150537634405,0.3870967741935484,0.1935483870967742,0.1935483870967742,3.3602150537634405,3.3602150537634405,3.3602150537634405,3.3602150537634405,0.1935483870967742,3.3602150537634405
#pan,29.03225806451613,3.3602150537634405,29.03225806451613,29.03225806451613,29.03225806451613,29.03225806451613,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#pan,29.03225806451613,3.3602150537634405,29.03225806451613,29.03225806451613,29.03225806451613,29.03225806451613,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#pan,29.03225806451613,3.3602150537634405,29.03225806451613,29.03225806451613,29.03225806451613,29.03225806451613,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#pan,29.03225806451613,3.3602150537634405,29.03225806451613,29.03225806451613,29.03225806451613,29.03225806451613,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#orphee,0.0967741935483871,0.5806451612903225,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,25.29032258064517,2.911290322580646,0.3072196620583718,0.1935483870967742,0.0967741935483871,0.3870967741935484,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.06586021505376345,0.0967741935483871,0.0967741935483871,3.3602150537634405,8.43010752688172,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871
#jason,0.3870967741935484,0.044802867383512475,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,2.911290322580646,11.645161290322584,0.03245007680491546,1.9408602150537635,0.3870967741935484,0.1317204301075269,0.9704301075268817,0.9704301075268817,0.9704301075268817,0.38844086021505375,0.3870967741935484,0.3870967741935484,1.9408602150537635,0.9704301075268817,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.9704301075268817
#medee,0.45161290322580644,2.7096774193548385,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.3072196620583718,0.03245007680491546,9.322580645161292,0.010368663594470051,0.6658986175115207,0.020737327188940103,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.10397465437788016,0.45161290322580644,0.45161290322580644,0.010368663594470051,0.6658986175115207,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.6658986175115207,0.45161290322580644
#jason #medee,0.06451612903225806,0.9704301075268817,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.1935483870967742,1.9408602150537635,0.010368663594470051,27.12903225806452,0.06451612903225806,2.1330645161290325,13.56451612903226,13.56451612903226,0.06451612903225806,0.5161290322580645,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806
#combattants,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.6658986175115207,0.06451612903225806,29.03225806451613,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#le-roi,0.12903225806451613,0.06586021505376345,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.3870967741935484,0.1317204301075269,0.020737327188940103,2.1330645161290325,0.12903225806451613,23.516129032258064,5.879032258064516,5.879032258064516,0.12903225806451613,1.032258064516129,0.12903225806451613,0.12903225806451613,0.25806451612903225,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
#le-roi #medee,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.9704301075268817,0.45161290322580644,13.56451612903226,0.03225806451612903,5.879032258064516,29.03225806451613,29.03225806451613,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#le-roi #medee,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.9704301075268817,0.45161290322580644,13.56451612903226,0.03225806451612903,5.879032258064516,29.03225806451613,29.03225806451613,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#venus,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.9704301075268817,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,29.03225806451613,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#hypsipile,0.25806451612903225,0.19422043010752688,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.06586021505376345,0.38844086021505375,0.10397465437788016,0.5161290322580645,0.25806451612903225,1.032258064516129,0.25806451612903225,0.25806451612903225,0.25806451612903225,17.06451612903226,0.25806451612903225,2.1330645161290325,4.266129032258065,2.1330645161290325,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.25806451612903225
#neptune,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,29.03225806451613,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#une-nereide,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,2.1330645161290325,0.03225806451612903,29.03225806451613,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#jason #hypsipile #orphee,0.06451612903225806,0.3870967741935484,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,3.3602150537634405,1.9408602150537635,0.010368663594470051,0.12903225806451613,0.06451612903225806,0.25806451612903225,0.06451612903225806,0.06451612903225806,0.06451612903225806,4.266129032258065,0.06451612903225806,0.06451612903225806,27.12903225806452,13.56451612903226,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806
#hypsipile #jason #orphee,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,8.43010752688172,0.9704301075268817,0.6658986175115207,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,2.1330645161290325,0.03225806451612903,0.03225806451612903,13.56451612903226,29.03225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#l-amour,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,29.03225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#un-plaisir,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,29.03225806451613,29.03225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#un-plaisir,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,29.03225806451613,29.03225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
#suivante-de-la-sibylle,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,29.03225806451613,29.03225806451613,0.03225806451612903,0.03225806451612903
#suivante-de-la-sibylle,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,29.03225806451613,29.03225806451613,0.03225806451612903,0.03225806451612903
#la-sibylle,0.03225806451612903,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.6658986175115207,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,29.03225806451613,0.03225806451612903
#jason #orphee,0.03225806451612903,3.3602150537634405,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.9704301075268817,0.45161290322580644,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,29.03225806451613
Successions,#pan,#le-choeur,#la-paix,#pan #la-paix,#premier-berger,#second-berger,#orphee,#jason,#medee,#jason #medee,#combattants,#le-roi,#le-roi #medee,#suivantes-de-medee,#venus,#hypsipile,#neptune,#une-nereide,#jason #hypsipile #orphee,#hypsipile #jason #orphee,#l-amour,#un-plaisir,#un-autre-plaisir,#suivante-de-la-sibylle,#suivantes #sibylle #choeur,#la-sibylle,#jason #orphee
#pan,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0
#la-paix,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pan #la-paix,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-berger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#second-berger,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#orphee,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jason,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.21212121212121213,0.030303030303030304,0.2727272727272727,0.0,0.0,0.18181818181818182,0.0,0.0,0.030303030303030304,0.18181818181818182,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304
#medee,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.058823529411764705,0.0,0.08823529411764706,0.08823529411764706,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0
#jason #medee,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#combattants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-roi #medee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#suivantes-de-medee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#venus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#hypsipile,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#neptune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-nereide,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jason #hypsipile #orphee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#venus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-amour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-nereide,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-autre-plaisir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#une-nereide,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-nereide,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-sibylle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-sibylle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
